sentiment	text
1	Best Deal for the Price!. Looked for an overnight on a long journey so just wanted a clean, quiet, comfortable room at the cheapest price available and this establishment met those requirements for us. It's an excellent deal at a very excellent room rate. Loved our king size bed and tv and robust wifi. Very quiet,quick check in, clean surroundings. Obviously the management is quite particular about appearances as this is unusual compared to other Red Roof Inns we have seen. We picked it because of the other reviews and are impressed that the management responds to each review. That's personal attention! Our check in person was just neutral until I began a conversation. I think a welcome smile and greeting should be a given, but that is my only recommendation. Overall, for the price this hotel is exceptional.
0	In bad need of repair and customer service needs improving. I don't mind old hotels as they can have a quaint charm about them. But the Bertram is in dire need of some TLC. When checking in (I was here for a wedding), the staff failed to provide me the gift that the bride had prepared for her guests. The desk staff was pleasant but moved on to the next... More
1	Perfect location. We love staying here as the location is fantastic. Very laid back with a good vibe. We stayed 7 nights and loved our room. The only issue that didn't make it a five star stay was that the WiFi was down for 3 days. This made it difficult to book restaurants, check our flights and generally keep in touch. The hotel seemed lost over the issue and didn't communicate the problem to their guests. The staff were efficient and friendly and we can't wait to go backThank you for taking the time to share your experience staying at the Outrigger Reef Waikiki Beach Resort and for the high recommendation. I am glad that you had a great stay. Please accept my sincere apology for the lack of service. We are taking the necessary steps to prevent similar situation and your feedback is being shared in our daily briefing. Thank you once again for taking the time to write this review. Aloha
0	Horrible. I will never stay here again. No elevator. We were located on the second floor, not handicap accessible. I'm not handicap but it's doing a real number on my knee. Sheets are yellow. Cigarette burns in a non-smoking room. Smelled musty. Stains on the chair. Mold on the ceiling above the bed. Dust and cob webs behind the chair. T.V.... More
1	Great Experience. We wanted to take a quiet moment to thank you and the staff at the Grande Colonial for an extraordinary stay. The staff was professional and attentive, the facility had old world charm with modern amenities and the food and drinks were a delight.Thank you, Jccwins. We appreciate you taking the time to post feedback here on TripAdvisor. Our staff and the warm, gracious, and genuinely-friendly service they provide is our greatest asset. And I am so happy to see that reflected in your review. We look forward to welcoming you back again in the future. Best regards, Terrence Underwood, General Manager
0	Avoid this property. Staff was rude, hotel is dirty, no hot water, questionable neighborhood. Was one of the worst hotels I have visited. The low rate is not low enough. Would not recommend under any circumstance. Pay the extra fifty dollars a night and stay at the Courtyard.
0	Empty promises. Stayed here after a long flight was supposed to be for two days. But lasted one night. Was in room 210 but complained after first night due to noise from being next to the elevators and the air conditioning unit at the window and on the roof outside. Staff were indiferent to the problem said they couodnt help as the hotel was full. (All flights from NYC and Washington Area were cancelled due to storms so in bound passengers didnt arrive) the room card offered complete satisfaction or money back but this was not honoured as apoarently we had paid in advance. I assume the money that came out of my bank was coverted to play money by the time they got it so the guarantee was invalid!!!! I asked for a taxi and got their mini bus who charged 50 to go downtown. I was conned into this hotel by the Hilton brand name huge mistake on my part.Hi,We are sorry we were not able to provide you with the quality of services you deserve. This is not typical of our hotel and staff, and we are always looking for ways to improve our customer experience, we will address this issues you encounter with the proper departments to avoid from happening again. Your satisfaction is very important to us and we try hard to make sure all of our guests have a rewarding stay. Thank you again for your feedback and we hope you will consider staying with us again.Best regards,Maria C.
0	Website Misleading and Not Guest Friendly. Had checked the website for this motel and the pictures displayed were not as the motel itself really is. Booked two rooms for two adults and two children in each room. Upon arrival at the hotel the front appeared to be in good order but after that things started to break down. The walkways had not been cleaned for sometime... More
0	Yeah Baby!. Older hotel in dire need of updating. I expected to see Austin Powers come out of the bathroom.
1	Rooms as nice as Hilton, third of the cost. Same location. Missing only nice lobby and toiletries.. The rooms are actually really nice and updated. The common areas are older and outdated, but rooms are surprisingly nice. Motel 6 immediately next door to Hilton and Marriott Marquis, but a third the price.Nice new fridge and microwave in room. My dog was allowed at no extra cost. Room was quiet. Couldn't hear hallway noise. If you don't mind missing the extra common area atmosphere, swimming pool, pricey restaurants, etc and just want a clean safe modern room with all the necessary amenities and free parking, come here. Free parking in downtown Atlanta is unheard of. Gave cleanliness a 4 cuz comforter smelled musty, but everything else was perfect. Overall a 4 cuz of no extras besides the nice room and free parking.
1	Would stay here again!. Having read some terrible reviews of this hotel, l was slightly worried about staying here with my family. However, l can honestly say that it was our best holiday ever! Okay the hotel and rooms could do with a refurb but it was clean and comfortable. For the money you pay, you cannot expect 5* service so if you just want somewhere comfortable to collapse at night after a day in the parks/shopping, this hotel is great. The hotel's location is excellent. You can walk to Universal in about 15 mins (or call the free fun spot bus to pick you up - reception will do this for you for free), Wet and Wild is opposite the hotel, loads of restaurants are in walking distance (or you can jump on the i-trolley). All the parks are easily accessible from this hotel. If you want to use the wifi, you can only do this in the lobby or by the pool (some of the rooms near the lobby can pick it up if by the window). The breakfast is basic but fine, you can have frosted flakes, corn flakes, toast (toasters do take forever though), tea, coffee and orange juice. If you want something else you can pay for pancakes etc or just pop across the road to Sizzler for an all you can eat buffet (3.99 pp). There are lots of good places to eat on international drive, we really enjoyed Chilli's and Uno. There is also a great takeaway pizza place across the road from the hotel. Being a vegetarian in Florida was a bit awkward as they really love their meat (our waitress in Chilli's had never served a vegetarian before) but most places have basic foods like veggie burgers/pizza/wraps etc.The pool at the hotel is quite small but l never saw it overcrowded and its open until 11pm. The pool bar has a happy hour from 6-8pm and you can order burgers etc too. The staff at the hotel are lovely and friendly. Whoever you spoke too, they were always very helpful. If we go back to Florida, we will stay in this hotel again.
1	Awesome boutique hotel!. We recently hosted our daughter's wedding in NOLA and wanted a more intimate setting for guests. We could not have been happier. The location was a short walk to everything you would want to see and do in the French Quarter and easy access to Canal Street shops. The rooms were large quiet and comfortable. Best of all was the service. Beverly and Cynthia at the front desk bent over backwards for our group and felt like part of the family by the end of our stay. If you want to be in the heart of New Orleans without the craziness of the Quarter, the Bienville House is the perfect boutique hotel for you.Thank you so much for your comments about the luxury service you received at the Bienville House! We aim to provide each guest with the same luxurious experience you described. Please come back and visit us soon!
0	room is old and smell. Excellent location. This hotel room is old and smell. WIFI does not work in room at all. we called the front desk about internet issue. They told us wireless is weak in room (it never works even early next morning) cause too many tenants are using it. () This is an on-going issue and why the hotel does not fix... More
0	A huge disappointment!. On arriving in Hawaii after night flight, We were sent here from the hotel we actually booked. Without any notice to us or our booking agent, they shipped us off to this hotel. Sub-standard! Room was old and smelly on 1st floor. No kettle. Some...MoreAloha Desleyhable, We are sorry you are not happy that your original hotel, relocated you without communicating with you. We were asked to assist as your selected hotel was oversold. When you checked in, we offered you a complimentary upgrade to a partial ocean view...More
1	Our Seach Has Ended!. Ever time we travel to D.C., one of our kids' favorite destinations, we struggle to find the right place in the right area. We either find a nice place that is almost a mile from the Metro stop or we find a crappy place within steps of a stop. The Ritz was on-point. From the ambience, to the staff, the quality of food, cleanliness of the rooms, down to the way they treated our children we loved it! The cherry on the ice cream is the Ritz is litterally 100 ft from the Metro. We will never search for a hotel again!
0	Nice Staff, BUT........ While the staff was nice, the keys for the door did not work (old eighties style with many holes. The place smelled like cigerette smoke and was very dirty. The surrounding neighborhood was scary and the parking lot entrance was hard to find.
1	KD. Walking distance to a lot of great restaurants and tourist sites. Has easy in/out parking. It's clean and well managed with courteous staff. No free breakfast and anything offered (oatmeal, fruit) is pricey. Very modern building and the lobby is loud due to being mostly cement. The lobby also has a bar and one night it was quite loud when we came in. The rooms are modern, too, with small bathroom counters and shower area. Beds, towels, desk all comfortable and clean. Thank you for choosing us during your recent visit to Atlanta. We value you and appreciate your business.
1	Really nice hotel close and convenient for the airport. We ended up staying here as a result of a long delayed flight back to the UK. The property is really nice, the rooms were large and we had two adjoining rooms one with a large king sized bed the other with two singles. The rooms are spacious, light and clean and the bathroom was really big in the king room. TV channels were great and I do like the Marriotts inclusion of Netflix on the TV's too. We ordered room service as we were really late, despite being past 11pm we were able to order an item from the pre-11pm menu. The two dishes were both seriously good and way beyond what I'd ordinarily expect for room service. The burger was succulent with a good bun and crispy bacon and I really recommend the Chef's special sandwich the brisket is to die for. Don't go for the chips though as ours were soggy. We arrived for breakfast bang on 10am having been told breakfast finished at 11am - which the ala carte does but the buffet finishes at 10 however the server and staff allowed us to continue with the buffet. All the food was great and the ability to have freshly cooked scrambled eggs is a real plus. We used the pool area, being able to swim inside and out was fun for the kids as was them watching me go from jacuzzi to pool as I invaribly froze! We had lunch by the pool, which was served with a good portion size of hummus and meat platter, the flatbread pizza was good with a very tasty sauce. The standout item for me though was the service. Service is so important and every single staff member we encountered appeared to go out of their way to please us, it was a great pleasure to stay at a hotel where the staff really were very accommodating and helpful and for this reason I would really recommend this hotel to anyone in need of an O'Hare hotel.
0	Not Great. This motel was not that clean. Long, black hair in tub. Breakfast was horrible, no one around stocking syrup and such was empty and nothing seemed stocked at 8 a.m, dirty tables. Couldn't even eat there, we left and went down road to have breakfast. On the positive side, it was quiet and shower had good water pressure.
1	We were treated like royalty by the hotel staff.. Unfortunately, we had an emergency as soon as we walked off the plane. I received a phone call that my brother had passed away. When I got to the hotel and explained it to the front desk supervisor, Empriss, she was very compassionate. She did everything in her power to make our shortened stay as comfortable as possible. All the staff were very friendly and I plan on returning as soon as possible to complete our trip. Our room was awesome. Very clean. The view was awesome. We plan on returning as soon as possible to complete our trip. Thanks Empriss for being so kind and caring.
1	extremely pleased. My husband and I stayed 5 nights and were extremely pleased with all aspects of our stay. I had been a little apprehensive prior to arrival because the price was so good, I feared that the room might not be as nice as we wanted. However, we were thrilled with the appearance, cleanliness, service, and friendliness and helpfulness of the staff. We would definitely choose this hotel again.Thank you for your kind review and I am glad to hear how much you enjoyed your stay. The Hawthorn Suites Dallas Park Central is perfect for long stays and I hope you will visit us again the next time you are in Dallas.
1	Best Hotel in New Orleans. If you are looking for a hotel near the French quarter and want luxury and service - this is the hotel for you. All rooms were clean, a good size and beautiful.The staff were so helpful and we are in the hotel restaurant a couple of times and the food was delicious and very helpful staff.When we come to New Orleans again this hotel is a must for us.SandGT,Thank you for taking time to leave feedback on our hotel! We take pride in giving excellent service for everyone who walks through our hotel, and are happy to hear that you loved your stay with us, as well as the helpfulness of the staff! The Food Beverage team will be thrilled to hear of your love of the food as well! We are lucky to work in a historic property in its prime location, but know that without a consistent level of top notch service our guests would choose one of the many other options nearby. Again, thank you for promoting us on TripAdvisor. We look forward to hosting you during your next stay! Have a wonderful day!
1	Nice visit to NOLA. Recently stayed at the Whitney Hotel in New Orleans. The hotel was an exceptional experience from the old 1910 building to the amazing queen suite. We would make any future visits to New Orleans included a stay at the Whitney Hotel. Front desk staff helpful, friendly and very informational about locations in the city. Parking was somewhat priced out there but the valet service took good care of our truck and promptly brought it to us when we called for it. Would recommend this hotel to anyone that wants to experience New Orleans in actual history and ambience.Thank you for the great review and for your recent visit to the Whitney Hotel! We'll pass along your kind comments to the staff and look forward to seeing you again soon. Sincerely, Casey A. CallaisGeneral ManagerCasey.CallaisWhitneyHotel.com
1	Nice hotel right next to Space Needle!!. Hotel is situated right next to space needle (major attraction in Seattle downtown). Across the street there is the space needle, the Chihuly gardens, the EMP, and the Seattle center, a lovely park with an amazing playground. Breakfast in hotel was complimentary and was good considering a budget hotel (3 star). The courteous and always willing to serve staff and Chef played a big role. Free 24 hr shuttle within a mile of hotel but sometime wait time is high if you are in downtown markets.Well worth it in Seattle!Devendra G,Thank you for choosing to stay at Hyatt House during your recent trip to Seattle and for taking the time to share your experience on TripAdvisor. We are thrilled to hear that you created wonderful memories throughout Seattle and utilized the amenities within our beautiful new hotel. I will pass on your kind words to the staff, they will all be bursting with excitement knowing they made a difference. We are always trying to leave our guests with lasting memorable experiences. Please let us know when you plan on returning to Seattle as we would love to you welcome you as our guest again!Sarah Junge
0	Great location lousy service. The hotel is new and the rooms are very nice BUTthe waiting time for the elevator in the morning can be up to 20 minthe Que for breakfast is so long and you cant even get a seatno poolrooftop is closed in winterthe free shuttle bus... you need to wait from 30-45 min for 5 min drive and 15 min walkhouse keeping do very little - room was not cleaned as expected when you call the reception it takes 5-10 min to be answered
0	Disappointed. Stayed here a week after the new Fairfield and double tree was full. Gym was poor- one old treadmill and smells stale. The room was decent, but they didn't clean it while I was working all day. No clean towels. Did not have bravo. Will not be back or recommend for the price. Do not understand how this hotel is... More
0	From 5 stars to 1 star How can this be. Same hotel, same great location, same great bed and incredibly comfortable pillows. So how can the review of my second stay here drop down to one star after previously according this hotel five stars on my other visit Easy, room service, or better stated, lack thereof. We were there for three nights. On our second day, we headed out early and knowing we were going to be gone for at least several hours, we thought it would be an opportune time for them to clean our room and make the bed. Upon our return and to our dismay, the room had not yet been made up. But we figured, no biggie, they can do so once we head out to dinner. And they did indeed do the job. The next day, the same thing. We headed out for a few hours and asked them to once again make up the room while we were out. We even gently reminded housekeeping of what happened the previous day, and they assured us the room would be done by the time we returned. Well, once again, when we returned, nothing had been done. Not being too happy, we spoke with the housekeeping supervisor and explained the situation. She apologized and said they'd get right on it, so we headed out to have some fun (always something to do in this town). But yet again, after we returned, the room still was unmade. We went downstairs and firmly, but nicely complained to the desk clerk about our situation. She said that someone would be sent up promptly, so we headed to a bar and killed about an hour and a half. Upon returning, almost incredibly so, the room was still not made up. By now we were extremely frustrated, so I called down and asked to speak with the on-site manager. I explained everything to him, expressing our frustration and feeling that our requests were blatantly disregarded. He assured me that the room would be cleaned immediately and even deducted 100 off our bill. Well, the room was finally cleaned and yes, our bill was reduced by 100, but the bad taste hasn't left my mouth. This was horrible customer service and be rest assured we will not stay here again.Thank you simiseeu for taking the time to provide your feedback on your recent stay with us. As we pride ourselves on delivering a memorable hotel experience during your travels, we have unfortunately fallen short of our goal during your recent stay. Please accept our sincere apology for the cleanliness issue you had with your guest room as well as in inconvenience you had to endure because of our housekeeping department. We have shared your feedback with the appropriate hotel team to ensure that this was an isolated issue that is corrected moving forward.Upholding our commitment to provide a memorable experience with exceptional service, we hope to have an opportunity to better your experience with us whenever your travels bring you back to New Orleans.
0	Romance in a creepy place. We stayed in a Queen with a private bath. Even this room was way too small. When I opened the door, I could barely get my luggage in without hitting the bed. We picked the romance package which came with a bottle of Edgefield sparkling wine, handmade local chocolates and massage oil. Very nice! We didn't eat here because we both feel McMens has grown tired - and there are so many great new restaurants in McMinn. If you like a tiny room with a creepy atmosphere, this place is for you!
1	Expensive but fancy. When pricing hotels, don't forget about the 50/night parking fee and the resort fee for this hotel. These will add about 75 per night to the listed price. Nice hotel and great location. However, if you don't care about modern furniture and a shot of saki between 5-7pm, then you can find cheaper hotels in the area of the same quality, such as the Mosser, through various travel websites. Thank you for taking the time to share your stay with us. We are pleased to hear you enjoyed our location and hotel. We apologize if you were unaware of the expensive parking rates in SF. Our valet is operated by Pro Park America and though the charge seems high, they are competitive with the surrounding hotels pricing in our area. We value your comments and hope to have the pleasure of seeing you again soon!
0	A sad example of the BW brand. Too many misses from the normally great and reliable BW brand...sad! Hopefully they will be able to fix things and get back on board. We are Platinum level BW members and this is not the quality we have come to expect
1	A delite to the senses!. I spent 2 nights in this Unique property - If you love Art and you love the unusual and sensory pleasures of sight and taste this is the place for you.Upon my arrival I was greeted with enthusiasm and an eagerness to please. Every associate from the Valet, Front Desk, Bartender, Restaurant staff could not have been better. Since I travel often and am in 5 star properties - I was delighted at the wonderful service of this property. Open spacious rooms with a very sexy element - great city views - comfortable beds. Very eclectic - modern - artistic - beautiful.The bar had a variety of custom beverage none of which were your ordinary spirits. Match (the restaurant) offered a fantastic menu with delicious dishes many with a twist.Whoa! This review just blew us away. There are those guests who just get it and you totally nailed our vision in this review. Thank you for the kind words and for sharing your experience. We'll be sure to share with the team! We do hope you'll come back soon.
1	Stylish Hotel in good location, little noisy though. I really liked this hotel and the nice little features in the room. Also, it has a decent gym and the location is also good, maybe 15min walk to Union Square. On the other side, if you are in the wrong room, you can hear your neighbours talking. Even though, the hotel wasn't booked out and they had plenty of rooms available, they put us in the room next to the elevator. During that night, I didn't sleep more than 30 min. After complaining, they gave us a different room which was much better. But why not giving us a quiet room in the first place!Dear Tim E,Thank you very much for your review I am happy to hear that we were able to accommodate you in a quieter room resolving the noise issue. I am also happy to hear that you enjoyed your stay, and we hope you will be returning soon to the Hotel Vertigo.Warm Regards,Jaime GonzalezFront Office ManagerHotel Vertigo
0	HORRIBLE! THE WORST.. We found hair in the tub, we found bugs in the bed, we had a gap in an old suite door that you could see other room and they could see us. the people whom stayed next to us had two very large and loud barking doors. when we called about the issue we got no reply until we made... More
1	Wonderful Hotel. Of course it is very beautiful, and from its look you might think that it would be stuffy, but it is not- Very friendly and welcoming staff, and the Head Butler, Nestor, on the 7th floor could not have been a better representative in making us feel at home! Best Hotel in NYC- have stayed in many , luxury and not,in NYC and all over the world. Actually always wanted to stay at the St. Regis, and this did not disappoint!Dear Diane,We are thrilled to hear how much you enjoyed your stay, and that Nestor made you feel at home. Our Signature Butler service differentiates us from the competition, and we are thrilled that you were able to experience this first hand.We look forward to welcoming you back to New York again soon.Kindest Regards,Senih Geray
1	Good Amenities in Dated Decor. Rooms spacious, including bathroom. Clean and functioning well. Attentive staff. Very dated decor throughout - distracting, but little impact on our experience there. Requested 2 queen as listed on Hotels.com, but hotel offers 2 DOUBLE beds, which is a significant drawback for our family. Free ear plugs because closing doors are LOUD. That might have been the only downside. Pool and hottub were great. Ample supply of towels with extended access hours as compared to some places we've stayed. Breakfast was good, but crowded. Layout is a challenge when busy as several key items are in corners or nooks. No place to line up but through the dining tables, pathway, etc. Would stay here again if the price were right. Otherwise, would be a more modern competitor with queen beds.
0	AWFUL!!!. I usually dont write reviews but in this case feel like i need to Warn others... We booked a non smoking room on line. The Place looked nice from outside... but room we got reeked with smell of cigarretts! Complained about it and was told that no rooms to trade was given a can of room deodorizer..Needless to say... More
1	Highly recommended hotel. Stayed here for 3 nights. A really funky and comfortable hotel. Helpful and able front of house staff with easy check in. Room very comfortable - especially the bed. Nice bathroom and cool decor and furnishings. Loved the Alice's adventures in wonderland book by the bed. Added to the quirkiness of this place. Gym just the right size too. I had an issue with hot water one morning but quickly resolved and appropriate response from the management. This is my second stay in a kimpton hotel in Philadelphia and my first at hotel monaco. I will come again.Peter H -We'll break the bad news to the Hotel Palomar (our sister property) that you'll be back here. Thank you for choosing the Monaco and embracing the (subtle) quirk. Sorry to hear about the hot water hiccup, I assure you that is not typical by any stretch.Safe travels -Mark
1	Great Location!. I gave this hotel 4 stars for staff and location. The staff were pleasant, very helpful and upbeat. It's a great location right in the center of many historical sights! It's walking distance to sights like Penn's Landing, the Liberty Bell and Independence Hall. The hotel is across from the US Mint, next to Ben Franklin's grave and near some good eateries like Sonny's and Happily Ever After. It also offers its own restaurant, bar and fitness center. Free wifi. It was a reasonable rate for the area. Parking was 36.75 for overnight but you can keep your car there the next day until 5pm. However you may be able to find a cheaper garage nearby. As far as the rooms themselves go- those I would rate a little lower. The room was a little on the small side and definitely could have been cleaner (like the bathroom and under the beds) but it was adequate and by no means did I feel like it was so dirty I wouldn't stay the night. Rooms are probably a 3 however. The room did have a coffee maker, microwave and mini refrigerator which was great! They are updating some different features so maybe this was part of it. Dear Trip Advisor Guest,Thank you for your feedback. I'm glad you enjoyed your stay and I would agree that we are in the perfect location to visit many of the historical sites in the area. It's a great part of town. Thank you again and we hope to see you back sometime in the near future. Regards,
0	Unclean. Room had roaches and the toilet was stained the cover wasn't clean. I left out and came back a short time later and I never received room service. I called down to the front desk and the front desk clerk stated that no one was available to clean the room and that everyone had gone for the day. Wow I... More
1	Can't beat that!. Very professional staff who neither try too hard to build rapport, nor come off as too aloof. They get right down to business and make your comfort their first endeavor. I called ahead of time and made sure my reservation was still confirmed. When i got there, they immediately know who I was and had me checked in right away. The room was clean, without a hair out of place. All the appliances worked perfectly, and the room was definitely spacious enough, with a cushy bed and NON SMOKING (Thank you!). Breakfast was delicious, and they made sure to keep all the good stuff stocked throughout the ENTIRE breakfast. Thank you, Best Western, we shall meet again!Good Morning,Thank you for taking time to review your stay with us.I sincerely appreciate all your wonderful compliments to our property and staff. Here at the Best Western Mission Bay, we strive everyday to provide superior customer care and intend to do that through our excellent team members.Once again, thank you for your review. We hope you come back and stay with us again soon! If I can provide with any assistance, please don't hesitate to contact me directly at 619-275-5700 ext 393 or Lpradohotelpros.bizLeidy PradoFront Office Manager
0	Not so much...... My wife and I were excited to get a weekend away without our kids. The plate was set: Grandma/Grandpa had the kids, our flight was actually on time, easy transit to the hotel from Midway and then we open the door to our room...... It...More
0	Worst... It was the worst experience. We booked from hotels.com but the motel employee did not update the status of the room and we got the room didnot have hot water for shower.w hen we call to front desk they said they knew it and still they have us the room. No responsibility at all.
0	All they want is your money. I'm not sure why this place gets such good reviews because there are other places in Napa that are so much better, see my other reviews.1. They charge your card before you ever arrive. Not just reserve the money but charge the card. 2. A 72 hour cancellation policy (ridiculous) and they never answer the phones so canceling is impossible anyway. 3. Would not honor Google offers coupon. 4. Blinds do not block the light so your up at 6 whether you like it or not. 5. Noisy street. The only reason this got 2 stars is the room is new and clean but I would never stay here again!
1	Decent hotel. This hotel is conveniently located few mins away from Union square. The staff are friendly and helpful but it doesn't have any dining area. only a lobby and lift to the rooms. At the time of our visit there were redecoration work was being done but it never disturbed us. The room is clean but had a view of brick wall from the windows. Decent water pressure in bathroom. Separate sink for washing hands from the bathroom. The closet with weird cover of metal strings was annoying but OK. overall an OK place but not somewhere I would love to get back to! Oh, and parking was overpriced. We found nearby parking for much cheaper priceDear Guest, Thank you for sharing your experience with us! I am happy to hear you enjoyed both our fantastic location and staff - they really are a winning combination. On your next visit with us, you will have to try Colibri, our wonderful Mexican Bistro connected through our lobby. We do offer the valet, however if in-and-out access is not needed, there are close by options that are more cost efficient (through do not provide that access). I do hope we get to welcome you back on your next adventure to San Francisco!All the best, Tyler Layton
0	Horrible. They dont care about their guests.. This place is awful. The rooms are tiny and cramped. The kitchen where breakfast is served is tiny and doesnt have close to enough seating for guests. The shower drain doesnt work. I asked to check out two days early and they didnt even ask what was wrong let alone try to resolve it. I asked them to refund one of the two nights and they refused to refund a dime. If you book here, know that they wont do a thing to make things right. Hello RadiantVoid, Thank you for staying with us and for taking the time to review your stay. I'm concerned that you departed early due to your dissatisfaction yet still paid full price. If you would, please contact me directly so I can look into this further for you. Jenna UbrigJubrigthefreehand.com
0	This place shouldn't be a Days Inn. I've stayed at Days Inn's before in other cities and another location in Orlando, and although they are not the most luxurious hotel's around, they are adequate and easy places to stay - except this one!I just checked out this morning after being there 3 days. The main problem was with checking in. Several weeks before, I booked my stay on-line at their web site, choosing a pool-side room with 2 double-beds for a price I had to pre-pay for in advance. When I checked in, they gave me a room with 2 double-beds, but not pool-side. Instead they gave me a room on the top floor of their tower, which was literally the farthest room away from the front desk. When I said I reserved a pool-side room, I was told they didn't have any. When I showed them my reservation that I printed on my computer printer after I made the reservation on-line, the male clerk working that evening (the manager) said, That's not guaranteed. WHAT When I was making the reservation on-line, you are given about 12-15 different choices of rooms to choose from, depending on type and number of beds, amenities, etc. If a room isn't guaranteed, then why is a guest given all these choices to choose from Also, if the room is pre-paid for in advance, doesn't that lock in a guaranteeThis is just the first of all the domino's that began to fall when I was checking in. With my luggage, I walked up the 5 flight's of stairs to the room they gave me to find out the key wouldn't open the lock (magnetic key card). I walked back down first put my luggage back in the car before going back to the front desk telling them the key wouldn't open the door. They called for a Maintenance person to walk up with me to the room and he tried to open the door with his master key. It wouldn't unlock. He continued to try for about 3 minutes when it finally opened, then said to me There you go. But then I asked him if I go out tonight, I don't want to stand there for 3 minutes trying to open this door, at which he replied that he would be back in the morning to fix it. As he walked away, I entered the room and almost keeled-over from the smell in it. No kidding! It smelled as though someone had deficated human feces everywhere in the room. In addition, the lights were already on, the beds were unkept, and the TV was playing. I quickly ran out and yelled at the Maintenance guy to come back. When he entered the room, he looked surprised and went to the phone to apparently call the front-desk. At this point, I was livid! I stormed out of the room, ran down to the front desk, and in front of everyone in the lobby pointed at the male clerk behind the desk and sternly said, I want the pool-side room I reserved and I want it now! He yelled back We dont have any! I don't care for your attitude with me and I'll call the cops and have you thrown out for trespassing. Then you can sleep on the street tonight! At that, I said, Fine, and picked up my cell phone to call Days Inn's 800 number with the intention of getting someone of authority higher up than this guy to fix this situation. Possibly feeling threatened, the male clerk and a female clerk pulled out a large notebook and began looking frantically through it. When I reached a human voice on the Days Inn 800 line, the male clerk said he had a room on the 2nd floor with a king bed and asked if that would be OK with me. I told the person on the phone I may be calling back then hung up. I told the male clerk that I would look at it and let him know. He made up 2 keys, I went to look at the room, then returned to the front desk to tell him that it would be acceptable. After I settled into the room, I returned to the front desk and told the male clerk I was sorry for my outburst, but that I was within my right for it because of the problems that occured. I didn't catch every word the clerk said after that, but it sounded something like You don't know what's going on around here so there was no need to act like that, which told me there may be some sort of internal, political employee problems at this hotel - but that's still no excuse for the problems I enxcountered as a guest of this hotel.When I checked out this morning, the female clerk who took care of it asked me timidly Are you still mad at us She told me she was working the night I checked in and saw everything that happened. I answered her Yeah - a little bit, and she only said she hoped I would consider returning again sometime in the future. Maybe - if they gutted the place, did a complete remodeling job and hired all new, respondible hotel staff.
1	Excellent Hotel. We stayed at this hotel for 3 days prior to taking a cruise.This hotel is in a great location-within walking distance of the French Quarter and the Riverwalk.Our room was large and very clean. The furniture was up-to date. The beds were comfortable. The free breakfast buffet in the morning was wonderful...everything you need to start the day off right and the free supper buffet in the evening was equally delicious, including 3 alcoholic beverages per person. The rooftop pool and hot tub area with lounging chairs etc. was also very clean. The staff were also very friendly and polite. From check-in to checkout all the employees were great. Any request was responded to immediately. A special thank you to Renaldo for all his help in trying to locate a missing bag for us.This hotel is a gem...we would stay here again if we are ever back in New Orleans and would recommend this hotel to all...you won't be disappointed.
1	Best Downtown Hotel In Seattle. We have stayed in many of the downtown Seattle hotels from the hip to the old school and this is by far the best hotel - great service, airy and well appointed rooms - everything works like it should in this price range. We especially liked the location - you can walk everywhere and the neighborhood around this hotel feels safer than some other downtown areas... the hotel is especially convenient to the light rail network so an easy trio in from the airport and a short walk.Our only minor quibble (and this is minor in the big scheme of things, but an area Hyatt may want to look at) is charging a 1/bottle of drinking water - in a 300+/night hotel the water should be free and plentiful!
0	They've let this place go. It's like this used to be a decent hotel and they just stopped caring. Took the hotel clerk 3 tries to give me the right keys, after sending me to the wrong room. Beds are not very comfortable, and the heating / cooling is really noisy.
0	Ok if you just need to sleep a few hours. The hotel smelled funny, there was no elevator, there was no bar or chain on the door and it was hard to lock. The beds are on metal boxes. Every time you moved you sounded like an old metal desk.
1	St. Patrick's Day and Drury Inn. We took a detour from North Louisiana on our anniversary weekend-forgetting that it was also St. Patrick's Day! We ended up in New Orleans and enjoyed touring many familiar and favorite neighborhoods. We made our way slowing down Magazine Street close to where we onced lived and realized that a St. Patrick's Day parade was wrapping up! Desperate to find accommodations my husband walked into the Drury Inn on Poydras St. and booked the last room of the hotel.The lobby was lively with happy hour and we enjoyed a quick glass of wine before going to our room on the first floor! We were amazed at the quality and comfort considering the low price we were offered! ( Ask for those military and senior discounts.) The staff was courteous and friendly, the room quiet and comfortable! The inn is close to the quarter and cost a mere 6 for a friendly cab ride! We were dropped off right at the start of the parade on Bourbon St and enjoyed a after-parade drink in another hotel on Canal. We were fortunate to meet the Grand Marshall's family and enjoy their story of life in and around New Orleans! Parking is extra but well worth the price and peace of mind knowing your car is being cared for in an off-site location.
0	Great location but poor service. We stayed at the Luana Waikiki for 1 week. When we first came to the room we found terrible rotten smell there. Staff found that some food was left in the sink and we waited for an hour before it was finally cleaned and air...More
0	No Hot Water, No Cable. No cable, no hot water. Reported to staff/manager He said all of Albert Lea didn't have cable, and hot water always works...you just need to pull really hard on the faucet (which I did). No apologies, just stated we already offer the lowest price rate, and I can't do anything about it I thought I would take a chance since I was there for 1 night after reading reviews. My advice DON'T DO IT!! After a long hard day of work, a hot shower and cable is not expecting too much.
0	Disappointing. Very tired hotel. Floors were cement hard, covered with a thin rug - no pad underneath.
0	Smelly room. Room smelled musty, carpets and bedding had a sticky feel. Pool out of order. Keep driving and don't stop here.
